unique_dest,avg_ttl,sum_pay,port_count,target
1,112,197,1,Benign
3,115,6200,1,Bot
1,42,81,1,Benign
1,110,142,1,Benign
1,107,122,1,Bot
1,109,71,1,Benign
1,112,71,1,Benign
1,110,96,1,Benign
1,114,96,1,Benign
1,113,264,1,Benign
1,114,147,1,Benign
1,114,71,1,Benign
2,116,244,2,Bot
1,112,72,1,Benign
1,113,96,1,Benign
1,111,67,1,Benign
2,117,342,1,Bot
1,110,96,1,Benign
1,114,1262,1,Benign
1,114,61,1,Benign
1,114,72,1,Bot
1,113,96,1,Benign
1,113,72,1,Benign
2,111,3844,1,Bot
1,112,96,1,Benign
5,121,266,1,Bot
1,116,81,1,Benign
1,116,96,1,Benign
3,56,188,1,Bot
1,116,192,1,Benign
1,112,113,1,Benign
1,113,84,1,Benign
1,112,96,1,Benign
3,114,608,1,Bot
1,112,61,1,Benign
4,115,380,1,Bot
1,48,130,1,Benign
7,113,2698,1,Bot
1,111,192,1,Benign
1,114,71,1,Benign
1,112,130,1,Benign
1,112,84,1,Benign
1,111,96,1,Benign
1,113,288,1,Benign
1,112,177,1,Benign
1,112,1189,1,Benign
1,113,162,1,Benign
1,114,204,1,Benign
5,111,266,1,Bot
1,110,72,1,Bot
1,114,142,1,Benign
1,113,136,1,Benign
1,49,130,1,Benign
1,242,36,1,Benign
1,114,72,1,Bot
1,113,71,1,Benign
1,49,96,1,Benign
1,50,71,1,Benign
3,118,1644,1,Bot
1,112,71,1,Benign
1,114,167,1,Benign
1,110,71,1,Benign
1,114,429,1,Benign
1,113,42,1,Benign
1,113,71,1,Benign
1,113,96,1,Benign
1,111,96,1,Benign
1,111,167,1,Benign
1,113,96,1,Benign
7,117,2540,1,Bot
2,117,796,1,Bot
1,112,122,1,Benign
1,114,17,1,Benign
1,113,96,1,Benign
1,110,65,1,Benign
1,111,113,1,Benign
1,111,65,1,Benign
1,48,65,1,Benign
4,117,1558,1,Bot
11,119,1556,1,Bot
1,49,107,1,Benign
1,114,2950,1,Bot
3,121,9900,1,Bot
1,52,465,1,Benign
1,49,65,1,Benign
1,112,71,1,Benign
1,49,130,1,Benign
1,112,96,1,Benign
3,119,3132,1,Bot
1,113,81,1,Benign
1,110,464,1,Benign
1,113,96,1,Benign
1,112,96,1,Benign
1,49,36,1,Benign
1,114,162,1,Benign
1,114,65,1,Benign
1,114,96,1,Benign
1,115,71,1,Benign
1,111,177,1,Benign
1,111,72,1,Benign
1,112,81,1,Benign
3,117,2542,1,Bot
1,115,42,1,Benign
2,113,3298,1,Bot
1,49,237,1,Benign
9,115,3078,1,Bot
1,112,138,1,Benign
1,47,65,1,Benign
1,115,76,1,Bot
2,118,1292,1,Bot
1,112,65,1,Benign
1,108,122,1,Bot
1,103,122,1,Bot
1,109,390,1,Bot
1,112,61,1,Benign
1,111,42,1,Benign
1,109,162,1,Benign
1,33,96,1,Benign
2,117,244,2,Bot
3,114,6950,1,Bot
1,110,142,1,Benign
1,109,155,1,Benign
3,117,6142,1,Bot
1,109,142,1,Benign
1,109,72,1,Benign
4,117,2052,1,Bot
4,111,204,4,Benign
1,118,42,1,Benign
6,121,798,1,Bot
2,122,1198,1,Bot
1,114,167,1,Benign
1,113,71,1,Benign
6,115,380,1,Bot
1,115,227,1,Benign
1,112,65,1,Benign
7,162,2420,7,Bot
1,113,177,1,Benign
1,111,162,1,Benign
1,113,71,1,Benign
1,113,96,1,Benign
1,112,42,1,Benign
1,116,61,1,Benign
1,111,61,1,Benign
1,114,61,1,Benign
1,48,116,1,Benign
1,113,42,1,Benign
1,111,20,1,Benign
1,112,72,1,Benign
1,115,141,1,Benign
1,109,42,1,Benign
1,118,71,1,Benign
4,122,266,1,Bot
1,117,96,1,Benign
1,119,96,1,Benign
5,122,532,1,Bot
4,122,4750,1,Bot
1,117,177,1,Benign
1,46,142,1,Benign
1,109,96,1,Benign
1,120,76,1,Bot
4,55,604,1,Bot
10,120,9100,1,Bot
7,119,13500,1,Bot
1,246,122,1,Bot
1,246,330,1,Bot
1,120,50,1,Bot
1,247,72,1,Bot
1,248,122,1,Bot
8,120,15160,1,Bot
8,120,2808,1,Bot
1,118,71,1,Benign
1,54,71,1,Benign
1,117,96,1,Benign
1,115,96,1,Benign
2,117,1300,1,Bot
5,114,3018,1,Bot
1,113,168,1,Benign
1,114,71,1,Benign
1,113,167,1,Benign
1,114,162,1,Benign
3,117,3416,1,Bot
2,119,352,1,Bot
1,114,65,1,Benign
1,114,5494,1,Benign
3,114,190,1,Bot
1,113,192,1,Benign
2,112,114,1,Bot
1,114,71,1,Benign
1,110,157,1,Benign
1,113,65,1,Benign
4,108,1410,1,Bot
1,109,71,1,Benign
2,109,660,1,Bot
1,110,81,1,Benign
2,115,800,1,Bot
1,113,96,1,Benign
1,111,71,1,Benign
5,114,5966,1,Bot
1,236,36,1,Benign
1,241,180,4,Benign
1,51,144,2,Bot
1,55,72,1,Bot
1,57,72,1,Bot
1,53,72,1,Bot
1,56,72,1,Bot
22,53,6552,38,Bot
3,120,1862,1,Bot
1,120,38,1,Bot
1,116,177,1,Benign
1,115,142,1,Benign
6,121,6542,1,Bot
1,116,288,1,Benign
1,121,114,1,Bot
1,115,96,1,Benign
1,52,355,1,Benign
2,121,152,1,Bot
1,120,72,1,Bot
4,118,2280,1,Bot
1,120,1368,1,Bot
6,119,1976,1,Bot
4,120,2630,1,Bot
1,112,113,1,Benign
7,120,1406,1,Bot
1,120,1000,1,Bot
2,120,2006,1,Bot
5,120,798,1,Bot
1,112,96,1,Benign
1,248,122,1,Bot
1,112,177,1,Benign
1,56,72,1,Bot
4,120,1178,1,Bot
2,56,100,1,Bot
5,120,950,1,Bot
1,116,137,1,Benign
1,116,65,1,Benign
6,122,228,1,Bot
1,115,177,1,Benign
1,52,62,1,Benign
1,248,288,4,Bot
4,119,532,1,Bot
1,116,61,1,Benign
1,53,65,1,Benign
1,116,71,1,Benign
3,121,2014,1,Bot
1,106,96,1,Benign
1,48,100,1,Bot
1,112,96,1,Benign
2,120,76,1,Bot
4,119,6650,1,Bot
5,120,570,1,Bot
1,107,113,1,Benign
1,56,50,1,Bot
7,121,912,1,Bot
1,248,110,1,Bot
1,112,96,1,Benign
4,120,632,1,Bot
1,107,96,1,Benign
1,43,96,1,Benign
1,113,71,1,Benign
4,120,722,1,Bot
1,109,65,1,Benign
1,110,96,1,Benign
1,46,96,1,Benign
1,111,384,1,Benign
1,110,264,1,Benign
4,120,2888,1,Bot
1,248,122,1,Bot
1,120,8006,1,Bot
1,43,480,1,Benign
9,120,14324,1,Bot
1,109,264,1,Benign
1,109,142,1,Benign
1,108,65,1,Benign
1,109,167,1,Benign
1,110,194,1,Benign
1,108,81,1,Benign
4,113,328,1,Bot
1,109,71,1,Benign
1,109,4242,4,Benign
2,112,1100,1,Bot
3,113,836,1,Bot
1,108,61,1,Benign
3,112,684,1,Bot
1,108,133,1,Benign
1,109,177,1,Benign
2,112,2400,1,Bot
1,108,71,1,Benign
1,112,76,1,Bot
5,114,190,1,Bot
1,114,38,1,Bot
1,108,26,1,Benign
1,114,122,1,Bot
1,113,100,1,Bot
1,108,61,1,Benign
1,108,96,1,Benign
1,108,72,1,Benign
1,108,81,1,Benign
3,113,1256,1,Bot
1,109,192,1,Benign
10,113,4300,1,Bot
1,44,142,1,Benign
1,108,96,1,Benign
1,236,72,2,Benign
1,108,96,1,Benign
2,113,3016,1,Bot
2,108,192,2,Benign
1,109,65,1,Benign
7,112,9200,1,Bot
1,44,190,1,Benign
1,108,376,1,Benign
6,112,836,1,Bot
2,113,228,1,Bot
1,109,71,1,Benign
1,108,265,1,Benign
1,108,487,1,Benign
1,108,96,1,Benign
2,112,646,1,Bot
4,112,228,1,Bot
10,113,48941,1,Bot
1,44,178,1,Benign
7,113,2562,1,Bot
1,108,96,1,Benign
1,108,71,1,Benign
1,109,263,1,Benign
1,108,167,1,Benign
1,108,177,1,Benign
5,113,8330,1,Bot
2,113,100,1,Bot
1,131,36,1,Benign
1,108,61,1,Benign
8,113,3116,1,Bot
1,108,71,1,Benign
3,113,11472,1,Bot
1,108,192,1,Benign
1,108,96,1,Benign
1,45,71,1,Benign
1,109,192,1,Benign
1,108,96,1,Benign
1,49,50,1,Bot
1,108,96,1,Benign
1,109,96,1,Benign
5,114,1900,1,Bot
4,114,11352,1,Bot
1,44,71,1,Benign
1,108,384,1,Benign
1,109,192,1,Benign
2,113,4100,1,Bot
1,109,177,1,Benign
1,108,35561,1,Benign
1,109,96,1,Benign
1,108,258,1,Benign
1,115,65,1,Benign
4,122,13650,1,Bot
6,116,1050,1,Bot
3,116,1250,1,Bot
6,116,3160,1,Bot
9,118,25688,1,Bot
1,117,5316,1,Bot
6,116,1368,1,Bot
1,113,480,1,Benign
1,51,96,1,Benign
1,114,96,1,Benign
1,115,167,1,Benign
2,51,314,1,Bot
1,113,324,1,Benign
1,112,96,1,Benign
2,114,144,2,Bot
1,111,65,1,Benign
1,112,71,1,Benign
3,112,1596,1,Bot
2,116,1034,1,Bot
1,115,71,1,Benign
1,111,96,1,Benign
1,112,384,1,Benign
1,109,498,1,Bot
1,51,72,1,Bot
4,118,304,1,Bot
4,117,2964,1,Bot
7,113,550,1,Bot
4,49,228,1,Bot
5,115,3192,1,Bot
4,115,14050,1,Bot
11,117,1986,1,Bot
1,106,96,1,Benign
9,118,3596,1,Bot
1,109,96,1,Benign
1,46,84,1,Benign
3,118,1102,1,Bot
4,118,684,1,Bot
1,113,9079,1,Benign
1,113,61,1,Benign
1,114,71,1,Benign
8,117,3330,1,Bot
1,114,96,1,Benign
7,119,1216,1,Bot
1,113,336,2,Benign
1,114,72,1,Benign
1,50,5310,1,Benign
2,106,5530,1,Bot
1,111,71,1,Benign
7,116,18520,1,Bot
1,106,72,1,Bot
8,106,24998,1,Bot
3,119,1164,1,Bot
1,64,2373,1,Bot
5,112,3268,1,Bot
1,109,71,1,Benign
1,110,96,1,Benign
1,109,42,1,Benign
3,121,114,1,Bot
1,120,122,1,Bot
3,118,722,1,Bot
1,108,65,1,Benign
1,110,132,1,Benign
1,248,122,1,Bot
4,120,180,1,Bot
1,112,258,1,Benign
1,48,96,1,Benign
2,119,1325,1,Bot
7,121,4750,1,Bot
1,120,5976,1,Bot
2,120,152,1,Bot
8,120,4066,1,Bot
1,110,263,1,Benign
1,109,784,1,Benign
1,108,96,1,Benign
2,120,1406,1,Bot
1,120,76,1,Bot
1,112,177,1,Benign
1,120,1850,1,Bot
1,248,122,1,Bot
7,119,20082,1,Bot
1,120,4050,1,Bot
1,49,96,1,Benign
1,248,122,1,Bot
1,108,142,1,Benign
7,116,380,1,Bot
2,52,0,1,Bot
3,118,418,1,Bot
1,113,96,1,Benign
7,113,1468,1,Bot
1,56,0,1,Bot
1,110,96,1,Benign
1,111,96,1,Benign
1,52,0,1,Bot
1,111,113,1,Benign
1,111,192,1,Benign
7,116,6090,1,Bot
1,111,384,1,Benign
1,115,76,1,Bot
1,55,0,1,Bot
2,55,0,1,Bot
1,110,65,1,Benign
1,111,107,1,Benign
1,52,380,2,Benign
1,111,81,1,Benign
3,112,615,3,Benign
1,106,96,1,Benign
1,112,96,1,Benign
1,108,113,1,Benign
1,112,333,1,Benign
1,110,96,1,Benign
1,109,96,1,Benign
1,104,65,1,Benign
1,111,96,1,Benign
1,108,71,1,Benign
1,108,71,1,Benign
1,111,65,1,Benign
1,110,71,1,Benign
1,111,71,1,Benign
1,113,65,1,Benign
1,47,96,1,Benign
1,105,167,1,Benign
1,243,110,1,Bot
1,113,4482,1,Bot
1,114,152,1,Bot
4,112,10450,1,Bot
1,45,2032,6,Benign
1,110,42,1,Benign
1,113,71,1,Benign
8,112,1444,1,Bot
1,113,192,1,Benign
7,117,6986,1,Bot
1,115,71,1,Benign
1,109,61,1,Benign
1,111,209,1,Benign
1,112,61,1,Benign
1,47,71,1,Benign
1,243,122,1,Bot
1,244,122,1,Bot
1,111,65,1,Benign
1,46,71,1,Benign
1,104,71,1,Benign
1,111,96,1,Benign
7,116,1940,1,Bot
3,116,1406,1,Bot
8,108,2774,1,Bot
6,44,1490,1,Bot
1,111,177,1,Benign
1,112,214,1,Benign
1,113,71,1,Benign
3,115,874,1,Bot
1,112,167,1,Benign
8,107,7550,1,Bot
4,109,190,1,Bot
6,108,1748,1,Bot
1,111,71,1,Benign
4,50,1092,1,Bot
1,112,96,1,Benign
1,114,177,1,Benign
4,127,9956,1,Bot
1,246,122,1,Bot
1,111,959,1,Benign
1,117,45,1,Benign
1,114,480,1,Benign
3,120,7500,1,Bot
7,119,17200,1,Bot
1,246,880,4,Bot
1,110,497,1,Benign
1,110,142,1,Benign
1,247,1210,7,Bot
1,247,122,1,Bot
4,120,5700,1,Bot
8,114,5956,1,Bot
1,111,96,1,Benign
1,248,122,1,Bot
4,120,2622,1,Bot
1,112,96,1,Benign
1,107,96,1,Benign
1,120,50,1,Bot
6,120,1856,1,Bot
1,120,122,1,Bot
1,248,122,1,Bot
1,112,42,1,Benign
1,112,147,1,Benign
1,120,4350,1,Bot
1,107,96,1,Benign
1,111,96,1,Benign
1,106,71,1,Benign
1,112,96,1,Benign
1,112,71,1,Benign
3,119,5000,1,Bot
5,120,1444,1,Bot
1,113,96,1,Benign
8,120,1520,1,Bot
1,120,1100,1,Bot
4,120,13982,1,Bot
1,121,38,1,Bot
4,57,252,1,Bot
1,248,122,1,Bot
1,248,122,1,Bot
1,113,42,1,Benign
1,49,155,1,Benign
1,112,96,1,Benign
4,120,950,1,Bot
1,56,72,1,Bot
3,120,266,1,Bot
2,120,988,1,Bot
1,112,132,1,Benign
3,121,1132,1,Bot
1,113,96,1,Benign
1,248,122,1,Bot
5,120,722,1,Bot
1,248,122,1,Bot
3,56,190,1,Bot
1,113,96,1,Benign
1,113,142,1,Benign
6,118,836,1,Bot
1,113,71,1,Benign
1,113,65,1,Benign
1,112,136,1,Benign
1,115,61,1,Benign
1,54,72,1,Bot
1,113,191,1,Benign
3,115,456,1,Bot
8,105,1064,1,Bot
2,117,536,1,Bot
4,115,3116,1,Bot
1,110,96,1,Benign
1,113,96,1,Benign
1,113,177,1,Benign
1,115,497,1,Benign
1,114,192,1,Benign
1,114,65,1,Benign
1,47,45,1,Benign
1,112,96,1,Benign
1,52,50,1,Bot
1,111,137,1,Benign
2,119,2688,1,Bot
1,111,81,1,Benign
1,110,81,1,Benign
5,110,1064,1,Bot
1,119,1582,1,Bot
1,113,72,1,Benign
2,117,138,1,Bot
4,118,494,1,Bot
1,108,71,1,Benign
1,114,96,1,Benign
1,111,81,1,Benign
1,113,71,1,Benign
5,116,4104,1,Bot
1,111,96,1,Benign
1,116,122,1,Bot
1,114,32,1,Benign
3,118,676,1,Bot
1,51,50,1,Bot
5,115,1696,1,Bot
1,112,96,1,Benign
4,115,1216,1,Bot
2,117,190,1,Bot
1,111,81,1,Benign
1,110,96,1,Benign
4,116,2242,1,Bot
1,111,81,1,Benign
1,113,71,1,Benign
1,109,71,1,Benign
10,118,836,1,Bot
4,112,16825,1,Bot
6,119,12434,1,Bot
1,103,3612,1,Benign
3,57,176,1,Bot
1,112,167,1,Benign
1,112,142,1,Benign
1,112,177,1,Benign
1,114,61,1,Benign
1,55,122,1,Bot
4,120,152,1,Bot
3,119,646,1,Bot
1,243,122,1,Bot
11,120,2950,1,Bot
1,107,65,1,Benign
5,115,1330,1,Bot
1,104,113,1,Benign
1,113,61,1,Benign
8,119,26080,1,Bot
2,118,152,1,Bot
1,54,72,1,Bot
1,108,195,1,Benign
5,119,6356,1,Bot
1,118,12,1,Bot
1,118,3062,1,Bot
1,111,42,1,Benign
5,118,17700,1,Bot
9,113,5560,1,Bot
2,57,8678,1,Bot
1,109,50,1,Bot
2,114,4800,1,Bot
3,112,2700,1,Bot
10,64,1632,8,Bot
3,64,340,3,Bot
31,64,14858,8,Bot
4,64,504,1,Bot
8,64,1646,5,Bot
4,64,462,2,Bot
9,64,1676,3,Bot
5,64,700,9,Bot
5,64,668,8,Bot
6,64,822,2,Bot
4,64,422,4,Bot
24,64,422,5,Bot
6,64,790,3,Bot
47,64,13406,3,Bot
6,64,864,3,Bot
6,64,832,5,Bot
19,64,7460,4,Bot
6,64,750,5,Bot
26,64,1280,4,Bot
4,64,536,7,Bot
1,104,72,1,Bot
7,104,24302,1,Bot
1,106,71,1,Benign
1,234,36,1,Benign
2,54,11546,1,Bot
4,54,6090,1,Bot
1,116,96,1,Benign
1,109,192,1,Benign
1,243,1080,5,Bot
5,114,2318,1,Bot
8,118,6650,1,Bot
1,110,88,1,Benign
1,51,76,1,Bot
4,117,5168,1,Bot
2,123,190,1,Bot
7,121,3600,1,Bot
1,112,96,1,Benign
1,107,136,1,Benign
3,120,796,1,Bot
1,112,0,3,Benign
3,117,608,1,Bot
2,113,1520,1,Bot
4,113,850,1,Bot
10,114,8888,1,Bot
1,107,96,1,Benign
1,112,38,1,Bot
1,115,152,1,Bot
4,118,2090,1,Bot
1,43,142,1,Benign
1,43,172,1,Benign
1,112,71,1,Benign
1,107,96,1,Benign
5,120,1748,1,Bot
1,111,356,1,Benign
5,117,5164,1,Bot
1,111,192,1,Benign
5,116,7700,1,Bot
1,116,550,1,Bot
6,113,2052,1,Bot
10,112,3510,1,Bot
1,245,720,7,Bot
1,112,167,1,Benign
1,112,71,1,Benign
8,116,11450,1,Bot
3,120,760,1,Bot
1,45,286,3,Benign
4,122,988,1,Bot
1,45,71,1,Benign
3,119,1950,1,Bot
2,120,950,1,Bot
2,120,1000,1,Bot
3,56,282,1,Bot
1,118,750,1,Bot
11,55,2394,1,Bot
1,109,467,1,Benign
1,116,100,1,Bot
1,64,6603,1,Bot
2,116,1178,1,Bot
9,123,14188,30,Bot
1,108,71,1,Benign
1,109,71,1,Benign
1,108,177,1,Benign
2,116,1028,1,Bot
1,116,72,1,Bot
1,110,96,1,Benign
1,108,96,1,Benign
1,52,4482,1,Bot
1,115,100,1,Bot
3,115,542,1,Bot
1,108,96,1,Benign
6,116,19588,1,Bot
1,109,96,1,Benign
1,109,96,1,Benign
1,109,81,1,Benign
1,109,65,1,Benign
1,108,61,1,Benign
1,110,71,1,Benign
1,110,71,1,Benign
1,114,88,1,Bot
7,120,2432,1,Bot
1,110,333,1,Benign
1,109,84,1,Benign
1,248,122,1,Bot
2,120,1710,1,Bot
1,121,38,1,Bot
1,110,155,1,Benign
2,248,232,2,Bot
6,120,494,1,Bot
1,248,122,1,Bot
6,120,532,1,Bot
4,120,1064,1,Bot
1,107,124,1,Benign
1,113,96,1,Benign
6,115,4750,1,Bot
2,120,684,1,Bot
1,248,122,1,Bot
1,248,122,1,Bot
1,112,96,1,Benign
1,44,96,1,Benign
1,51,96,1,Benign
1,44,191,1,Benign
1,108,167,1,Benign
1,108,192,1,Benign
1,111,429,1,Benign
1,111,96,1,Benign
1,108,195,1,Benign
1,108,96,1,Benign
4,120,190,1,Bot
1,234,92,1,Benign
1,105,96,1,Benign
1,106,81,1,Benign
5,118,8558,1,Bot
1,101,96,1,Benign
1,105,71,1,Benign
6,119,8900,1,Bot
1,108,65,1,Benign
1,44,192,1,Benign
3,111,3840,1,Bot
3,114,1216,1,Bot
2,116,456,1,Bot
2,117,228,1,Bot
2,118,1450,1,Bot
4,118,6700,1,Bot
1,109,96,1,Benign
6,119,304,1,Bot
5,115,1862,1,Bot
3,117,760,1,Bot
6,116,2150,1,Bot
4,116,1064,1,Bot
1,116,65,1,Benign
5,118,3306,1,Bot
8,119,1972,1,Bot
1,112,61,1,Benign
1,116,429,1,Benign
1,119,122,1,Bot
6,121,3532,1,Bot
1,121,608,1,Bot
8,119,15974,1,Bot
1,116,177,1,Benign
1,116,187,1,Benign
1,115,288,1,Benign
1,117,96,1,Benign
1,116,369,1,Benign
1,46,96,1,Benign
5,119,3078,1,Bot
1,118,71,1,Benign
2,118,456,1,Bot
10,53,934,1,Bot
1,116,65,1,Benign
4,121,760,1,Bot
1,116,144,1,Benign
1,51,67,1,Benign
5,121,884,1,Bot
6,122,3024,15,Bot
1,117,96,1,Benign
1,116,65,1,Benign
6,120,26982,1,Bot
1,116,192,1,Benign
1,116,96,1,Benign
4,119,5236,1,Bot
1,115,71,1,Benign
11,120,41024,1,Bot
2,119,76,1,Bot
1,113,177,1,Benign
4,122,2994,1,Bot
1,116,259,1,Benign
1,116,136,1,Benign
1,115,65,1,Benign
1,52,177,1,Benign
3,120,570,1,Bot
1,115,266,1,Benign
6,122,2850,1,Bot
5,122,2584,1,Bot
2,122,7544,1,Bot
2,120,214,1,Bot
1,118,96,1,Benign
1,119,71,1,Benign
1,120,1150,1,Bot
5,56,402,1,Bot
1,116,392,1,Benign
3,118,380,1,Bot
1,115,141,1,Benign
1,116,96,1,Benign
5,121,931,1,Bot
7,121,2546,1,Bot
1,114,96,1,Benign
5,121,456,1,Bot
1,115,96,1,Benign
5,120,190,1,Bot
8,121,4176,1,Bot
1,118,113,1,Benign
1,115,71,1,Benign
1,116,65,1,Benign
1,116,162,1,Benign
2,121,144,1,Bot
1,52,42,1,Benign
2,119,76,1,Bot
4,118,684,1,Bot
1,116,96,1,Benign
1,115,61,1,Benign
1,116,96,1,Benign
1,56,38,1,Bot
1,117,65,1,Benign
2,112,1248,1,Bot
6,118,8650,1,Bot
5,119,1012,1,Bot
4,107,228,1,Bot
1,110,114,1,Bot
1,119,122,1,Bot
1,241,72,1,Bot
2,112,266,1,Bot
3,117,646,1,Bot
1,105,71,1,Benign
4,120,342,1,Bot
1,115,81,1,Benign
1,120,76,1,Bot
11,121,9813,1,Bot
1,55,50,1,Bot
6,120,5814,1,Bot
2,118,2252,1,Bot
3,119,416,1,Bot
1,109,71,1,Benign
1,119,3900,1,Bot
3,120,380,1,Bot
1,113,96,1,Benign
1,120,110,1,Bot
5,120,950,1,Bot
1,120,3726,1,Bot
1,113,81,1,Benign
1,120,110,1,Bot
1,248,122,1,Bot
3,121,342,1,Bot
1,109,96,1,Benign
1,247,122,1,Bot
4,120,12332,1,Bot
5,120,6582,1,Bot
1,109,96,1,Benign
1,110,96,1,Benign
3,120,700,1,Bot
3,120,760,1,Bot
4,120,1368,1,Bot
5,120,722,1,Bot
2,120,152,1,Bot
1,247,122,1,Bot
9,120,3250,1,Bot
1,107,71,1,Benign
1,111,142,1,Benign
3,120,1672,1,Bot
1,115,147,1,Benign
1,108,192,1,Benign
9,120,21160,2,Bot
1,108,96,1,Benign
1,111,555,1,Benign
2,121,1316,1,Bot
1,142,72,1,Bot
3,120,9200,1,Bot
1,245,220,2,Bot
1,109,358,1,Benign
1,110,149,1,Benign
1,110,96,1,Benign
1,51,177,1,Benign
7,120,2964,1,Bot
6,120,1554,1,Bot
1,248,122,1,Bot
4,120,1140,1,Bot
4,120,3740,1,Bot
3,120,494,1,Bot
2,120,648,4,Bot
2,120,76,1,Bot
3,120,836,1,Bot
1,109,232,1,Benign
3,120,152,1,Bot
1,112,81,1,Benign
1,109,71,1,Benign
9,120,2812,1,Bot
5,120,11892,1,Bot
1,109,141,1,Benign
4,120,1500,1,Bot
1,248,122,1,Bot
5,120,1140,1,Bot
1,247,122,1,Bot
5,119,4528,1,Bot
1,247,46,1,Bot
1,248,122,1,Bot
8,120,1976,1,Bot
2,120,76,1,Bot
1,109,71,1,Benign
1,248,122,1,Bot
1,248,110,1,Bot
1,115,177,1,Benign
3,120,3270,1,Bot
3,120,114,1,Bot
1,57,72,1,Bot
1,120,76,1,Bot
1,143,72,1,Bot
1,248,122,1,Bot
1,113,81,1,Benign
1,111,71,1,Benign
1,109,96,1,Benign
1,108,42,1,Benign
1,109,96,1,Benign
1,108,96,1,Benign
1,47,96,1,Benign
1,49,65,1,Benign
1,109,61,1,Benign
1,113,96,1,Benign
1,47,186,1,Benign
1,111,96,1,Benign
1,111,42,1,Benign
1,109,172,1,Benign
1,113,96,1,Benign
1,111,71,1,Benign
1,111,525,1,Benign
1,124,546,1,Benign
1,60,92,1,Benign
1,1,32,1,Benign
1,124,1794,1,Benign
1,60,100,1,Benign
1,124,156,1,Benign
1,60,0,1,Benign
1,115,72,1,Benign
1,46,65,1,Benign
1,110,27,1,Benign
1,47,183,1,Benign
1,113,65,1,Benign
1,103,96,1,Benign
1,111,71,1,Benign
1,108,71,1,Benign
1,108,177,1,Benign
1,44,71,1,Benign
1,108,96,1,Benign
1,108,61,1,Benign
1,108,177,1,Benign
1,44,172,1,Benign
1,49,42,1,Benign
1,56,452,1,Bot
4,114,342,1,Bot
1,113,354,1,Benign
3,116,314,1,Bot
6,51,278,1,Bot
1,115,498,1,Bot
2,115,2300,1,Bot
1,111,155,1,Benign
1,108,65,1,Benign
4,114,1026,1,Bot
2,50,100,1,Bot
1,111,597,1,Benign
1,112,1152,1,Benign
1,109,167,1,Benign
1,111,96,1,Benign
1,110,96,1,Benign
5,54,944,1,Bot
1,111,96,1,Benign
2,114,304,1,Bot
1,111,61,1,Benign
1,111,281,1,Benign
7,120,7735,1,Bot
1,113,71,1,Benign
1,113,192,1,Benign
6,119,1178,1,Bot
1,115,72,1,Bot
1,110,65,1,Benign
2,115,874,1,Bot
2,115,3400,1,Bot
1,111,96,1,Benign
1,113,71,1,Benign
3,55,138,1,Bot
1,49,71,1,Benign
1,111,71,1,Benign
1,111,96,1,Benign
1,108,71,1,Benign
1,108,333,1,Benign
1,49,71,1,Benign
6,120,456,1,Bot
1,113,116,1,Benign
1,111,96,1,Benign
1,111,42,1,Benign
1,119,76,1,Bot
1,119,50,1,Bot
1,117,50,1,Bot
1,115,659,1,Benign
1,116,96,1,Benign
1,52,71,1,Benign
1,241,36,1,Benign
1,111,114,1,Bot
1,114,84,1,Benign
5,117,4902,1,Bot
1,107,155,1,Benign
1,52,152,1,Benign
1,111,42,1,Benign
1,115,71,1,Benign
1,114,562,1,Benign
1,112,676,1,Benign
1,47,65,1,Benign
1,112,200,1,Benign
1,112,81,1,Benign
1,111,96,1,Benign
1,112,96,1,Benign
2,115,1014,2,Benign
1,114,61,1,Benign
1,114,192,1,Benign
1,114,510,1,Benign
1,115,96,1,Benign
1,113,71,1,Benign
1,114,65,1,Benign
1,50,65,1,Benign
1,114,96,1,Benign
2,120,100,1,Bot
1,242,36,1,Benign
1,114,65,1,Benign
1,114,71,1,Benign
1,111,61,1,Benign
1,113,65,1,Benign
1,47,152,1,Benign
1,111,96,1,Benign
1,114,288,1,Benign
1,49,71,1,Benign
1,120,15328,1,Bot
1,113,71,1,Benign
1,113,65,1,Benign
1,112,192,1,Benign
1,116,2858,1,Benign
1,114,65,1,Benign
1,117,96,1,Benign
1,113,299,1,Benign
1,113,167,1,Benign
1,113,71,1,Benign
1,113,266,1,Benign
1,113,61,1,Benign
1,114,96,1,Benign
1,113,71,1,Benign
1,114,71,1,Benign
1,114,65,1,Benign
1,50,432,1,Benign
1,115,96,1,Benign
2,50,568,2,Benign
1,114,96,1,Benign
1,49,65,1,Benign
1,115,71,1,Benign
1,50,96,1,Benign
1,114,1056,1,Benign
1,112,65,1,Benign
1,109,96,1,Benign
1,111,324,1,Benign
1,109,531,1,Benign
1,107,65,1,Benign
1,111,81,1,Benign
1,107,192,1,Benign
1,116,122,1,Bot
1,111,122,1,Benign
1,43,142,1,Benign
1,108,42,1,Benign
1,111,96,1,Benign
1,112,72,1,Benign
1,110,71,1,Benign
1,106,147,1,Benign
1,111,96,1,Benign
1,107,65,1,Benign
1,117,38,1,Bot
2,110,3924,1,Bot
4,116,2800,1,Bot
1,118,122,1,Bot
2,114,4600,2,Benign
1,114,167,1,Benign
3,117,1976,1,Bot
1,109,177,1,Benign
1,111,65,1,Benign
1,112,96,1,Benign
1,110,142,1,Benign
10,115,7752,1,Bot
1,111,96,1,Benign
3,122,228,1,Bot
1,110,71,1,Benign
1,111,96,1,Benign
3,120,1710,1,Bot
