unique_dest,avg_ttl,sum_pay,port_count,target
1,105,71,1,Benign
1,248,46,1,Bot
1,113,72,1,Benign
1,109,65,1,Benign
1,108,96,1,Benign
1,111,501,1,Benign
1,112,96,1,Benign
1,111,177,1,Benign
1,111,96,1,Benign
2,49,368,2,Benign
4,114,5250,1,Bot
1,115,258,1,Benign
1,110,279,1,Benign
1,119,100,1,Bot
4,120,328,1,Bot
1,120,190,1,Bot
9,120,20900,1,Bot
1,108,130,1,Benign
1,107,71,1,Benign
1,111,308,1,Benign
1,112,192,1,Benign
4,116,380,1,Bot
1,110,81,1,Benign
1,110,957,1,Benign
1,111,195,1,Benign
1,111,113,1,Benign
3,117,418,1,Bot
1,109,96,1,Benign
1,111,87,1,Benign
11,117,91422,1,Bot
7,116,18138,1,Bot
1,115,81,1,Benign
1,116,177,1,Benign
7,118,2280,1,Bot
1,109,96,1,Benign
10,116,47576,1,Bot
7,119,3990,1,Bot
1,111,142,1,Benign
1,44,71,1,Benign
1,64,4150,1,Bot
1,110,96,1,Benign
1,110,71,1,Benign
1,111,162,1,Benign
1,110,96,1,Benign
1,112,65,1,Benign
2,111,3084,1,Bot
1,109,130,1,Benign
5,113,6694,1,Bot
1,109,144,1,Benign
1,110,218,1,Benign
3,111,150,1,Bot
1,107,61,1,Benign
7,109,11602,1,Bot
1,109,96,1,Benign
1,111,61,1,Benign
1,113,5300,1,Bot
2,116,900,1,Bot
1,111,65,1,Benign
1,112,96,1,Benign
6,116,7516,1,Bot
1,117,1450,1,Bot
1,116,50,1,Bot
1,111,71,1,Benign
1,116,2568,1,Bot
1,109,96,1,Benign
1,111,96,1,Benign
1,118,38,1,Bot
1,45,96,1,Benign
1,109,96,1,Benign
5,115,3306,1,Bot
1,111,192,1,Benign
1,109,71,1,Benign
1,111,96,1,Benign
1,111,71,1,Benign
1,47,192,1,Benign
1,109,96,1,Benign
1,109,167,1,Benign
1,109,232,1,Benign
1,108,71,1,Benign
1,110,71,1,Benign
1,108,116,1,Benign
1,110,84,1,Benign
1,115,96,1,Benign
1,114,162,1,Benign
1,109,61,1,Benign
1,111,155,1,Benign
6,113,2166,1,Bot
1,112,72,1,Benign
1,110,96,1,Benign
1,108,155,1,Benign
1,109,354,1,Benign
10,117,65144,1,Bot
1,114,177,1,Benign
1,114,177,1,Benign
1,49,96,1,Benign
1,113,212,1,Benign
1,114,250,1,Bot
1,111,177,1,Benign
3,115,956,1,Bot
1,110,71,1,Benign
1,112,167,1,Benign
1,111,71,1,Benign
1,46,71,1,Benign
1,111,71,1,Benign
1,49,96,1,Benign
1,110,192,1,Benign
1,110,71,1,Benign
2,116,252,1,Bot
7,113,342,1,Bot
1,110,71,1,Benign
1,110,61,1,Benign
1,111,340,1,Benign
1,111,177,1,Benign
1,49,781279,1,Benign
1,46,65,1,Benign
1,110,96,1,Benign
1,111,96,1,Benign
1,47,42,1,Benign
1,111,71,1,Benign
1,110,142,1,Benign
2,116,76,1,Bot
1,114,71,1,Benign
1,115,38,1,Bot
1,111,161,1,Benign
1,114,282,1,Benign
2,118,76,1,Bot
1,111,96,1,Benign
11,114,3192,1,Bot
1,114,142,1,Benign
4,119,290,1,Bot
1,107,42,1,Benign
1,105,96,1,Benign
5,119,1482,1,Bot
2,118,138,1,Bot
1,106,459,1,Benign
3,54,290,1,Bot
1,104,71,1,Benign
1,108,192,1,Benign
1,104,71,1,Benign
1,114,43,1,Benign
1,109,96,1,Benign
1,47,50,1,Bot
1,112,65,1,Benign
1,45,152,1,Benign
1,109,320,1,Benign
1,110,192,1,Benign
1,113,96,1,Benign
1,116,1750,1,Bot
1,113,350,1,Bot
9,122,1962,1,Bot
1,114,96,1,Benign
1,122,122,1,Bot
1,108,286,1,Benign
1,122,122,1,Bot
4,122,1856,1,Bot
6,122,754,1,Bot
1,122,498,1,Bot
1,107,147,1,Benign
1,108,131,1,Benign
1,107,147,1,Benign
1,107,1041,1,Benign
1,106,49,1,Benign
1,105,26,1,Benign
1,109,96,1,Benign
1,108,147,1,Benign
2,121,1954,1,Bot
1,56,50,1,Bot
4,121,1696,1,Bot
4,121,532,1,Bot
2,117,114,1,Bot
7,117,1026,1,Bot
1,112,206,1,Benign
1,46,71,1,Benign
1,110,354,1,Benign
1,110,167,1,Benign
1,110,288,1,Benign
1,109,147,1,Benign
1,53,88,1,Bot
1,117,38,1,Bot
1,53,50,1,Bot
1,108,65,1,Benign
6,117,380,1,Bot
1,54,76,1,Bot
5,53,20688,2,Bot
3,57,376,4,Bot
1,56,50,1,Bot
2,55,340,1,Bot
4,117,8755,1,Bot
1,118,38,1,Bot
2,117,190,1,Bot
1,42,36,1,Benign
1,53,50,1,Bot
2,55,528,1,Bot
2,56,126,1,Bot
1,106,43,1,Benign
8,117,2304,1,Bot
1,108,576,1,Benign
5,120,3154,1,Bot
1,110,81,1,Benign
1,108,61,1,Benign
1,108,130,1,Benign
1,47,104,1,Benign
1,107,162,1,Benign
1,118,7470,1,Bot
1,118,874,1,Bot
1,46,90,1,Benign
6,121,1520,1,Bot
1,110,177,1,Benign
1,120,700,1,Bot
2,120,76,1,Bot
6,55,798,1,Bot
2,55,88,1,Bot
1,51,50,1,Bot
1,110,384,1,Benign
3,120,418,1,Bot
2,57,264,1,Bot
11,120,5200,1,Bot
7,57,632,1,Bot
1,110,142,1,Benign
1,108,81,1,Benign
1,108,294,1,Benign
2,55,76,1,Bot
1,93,38,1,Bot
9,121,988,1,Bot
1,108,632580,2,Benign
1,45,71,1,Benign
1,121,38,1,Bot
1,110,96,1,Benign
1,47,56,1,Benign
3,56,1084,1,Bot
3,120,342,1,Bot
2,53,1544,1,Bot
1,103,146,1,Benign
1,53,50,1,Bot
1,102,96,1,Benign
1,103,96,1,Benign
1,105,51,1,Benign
1,105,42,1,Benign
4,56,200,1,Bot
2,56,1954,1,Bot
2,57,2924,1,Bot
4,56,452,1,Bot
1,55,380,1,Bot
6,55,328,1,Bot
1,110,921,1,Benign
1,115,314,1,Bot
1,109,96,1,Benign
2,119,1444,1,Bot
1,101,147,1,Benign
1,38,525,6,Benign
1,115,532,1,Bot
1,103,96,1,Benign
1,101,96,1,Benign
1,101,35,1,Benign
1,101,96,1,Benign
1,103,94,1,Benign
1,103,132,1,Benign
1,101,96,1,Benign
1,101,96,1,Benign
1,64,6127,1,Bot
1,103,96,1,Benign
1,103,96,1,Benign
1,101,96,1,Benign
1,103,147,1,Benign
1,121,38,1,Bot
1,47,116,1,Benign
1,244,220,2,Bot
1,111,36,1,Benign
4,37,11548,1,Bot
2,53,88,1,Bot
1,109,96,1,Benign
10,107,4982,6,Bot
1,106,192,1,Benign
1,106,288,1,Benign
1,105,192,1,Benign
1,106,96,1,Benign
4,117,456,1,Bot
1,110,96,1,Benign
1,109,96,1,Benign
1,102,65,1,Benign
2,109,144,2,Benign
1,103,96,1,Benign
2,57,100,1,Bot
1,99,147,1,Benign
2,120,138,1,Bot
2,120,632,1,Bot
4,119,11750,1,Bot
1,113,126,1,Bot
4,120,988,1,Bot
4,37,608,1,Bot
1,104,181,1,Benign
3,52,190,1,Bot
1,48,145,1,Benign
9,118,2204,1,Bot
1,118,50,1,Bot
1,110,96,1,Benign
1,109,36,1,Benign
1,111,172,1,Benign
1,109,467,1,Benign
1,109,132,1,Benign
1,109,124,1,Benign
3,119,722,1,Bot
1,47,100,1,Bot
3,114,608,1,Bot
1,108,288,1,Benign
1,113,38,1,Bot
3,113,190,1,Bot
2,50,188,1,Bot
1,106,158,1,Benign
1,106,192,1,Benign
1,106,96,1,Benign
1,108,96,1,Benign
1,107,132,1,Benign
1,106,36,1,Benign
1,106,42,1,Benign
1,105,58,1,Benign
1,107,147,1,Benign
1,107,168,1,Benign
1,107,96,1,Benign
1,107,96,1,Benign
1,42,480,1,Benign
1,109,96,1,Benign
3,58,8232,1,Bot
5,58,22096,1,Bot
4,58,15873,1,Bot
4,58,12554,1,Bot
4,58,32714,1,Bot
1,58,50,1,Bot
8,120,1610,1,Bot
1,113,96,1,Benign
1,110,96,1,Benign
3,52,304,1,Bot
3,54,152,1,Bot
1,236,65,1,Benign
1,107,96,1,Benign
1,42,230,1,Benign
1,120,406,1,Bot
2,56,402,1,Bot
1,107,192,1,Benign
1,42,277,2,Benign
1,109,192,1,Benign
1,108,300,1,Benign
3,120,2132,1,Bot
1,49,38,1,Bot
1,113,96,1,Benign
1,50,38,1,Bot
1,105,96,1,Benign
1,105,877,1,Benign
1,113,192,1,Benign
1,105,96,1,Benign
1,112,38,1,Bot
3,31,10100,1,Bot
4,111,1178,1,Bot
1,45,96,1,Benign
3,56,226,1,Bot
1,120,122,1,Bot
1,120,122,1,Bot
2,56,378,1,Bot
2,54,88,1,Bot
1,55,50,1,Bot
1,120,214,1,Bot
3,55,114,1,Bot
1,109,96,1,Benign
2,49,598,1,Bot
1,43,36,1,Benign
6,117,836,1,Bot
1,105,96,1,Benign
1,111,96,1,Benign
1,103,914,1,Benign
1,103,334,1,Benign
3,118,10976,1,Bot
2,57,74,1,Bot
1,108,68,1,Benign
1,106,96,1,Benign
1,110,781,1,Benign
1,53,72,2,Benign
2,56,88,1,Bot
1,52,50,1,Bot
2,114,744,1,Bot
1,44,104,1,Benign
1,119,988,1,Bot
1,42,96,1,Benign
2,45,432,2,Benign
1,109,96,1,Benign
1,108,96,1,Benign
2,121,950,1,Bot
1,234,96,1,Benign
1,47,625,1,Benign
1,108,192,1,Benign
1,109,96,1,Benign
1,109,192,1,Benign
1,109,96,1,Benign
6,116,12950,1,Bot
3,57,1148,1,Bot
3,120,836,1,Bot
1,108,96,1,Benign
1,105,201,1,Benign
1,40,179,1,Benign
9,111,3878,3,Bot
4,37,3686,1,Bot
1,105,71,1,Benign
1,107,3838,1,Benign
1,39,96,1,Benign
2,119,114,1,Bot
5,54,316,1,Bot
2,57,88,1,Bot
4,55,202,1,Bot
3,119,456,1,Bot
1,119,536,1,Bot
2,119,100,1,Bot
1,107,124,1,Benign
1,113,212,2,Benign
1,110,96,1,Benign
1,112,71,1,Benign
1,110,71,1,Benign
1,113,38,1,Bot
1,112,96,1,Benign
2,114,2606,1,Bot
1,233,130,1,Benign
1,105,18,1,Benign
1,114,1550,1,Bot
1,233,96,1,Benign
1,111,444,1,Bot
7,113,772,1,Bot
4,113,912,1,Bot
1,105,130,1,Benign
4,49,4722,1,Bot
2,41,380,2,Benign
6,119,1824,1,Bot
1,46,176,1,Bot
1,103,334,1,Benign
1,104,96,1,Benign
1,44,384,1,Benign
1,108,781,1,Benign
1,110,61,1,Benign
2,56,1170,1,Bot
2,52,150,1,Bot
1,110,480,1,Benign
1,110,44,1,Benign
1,110,238,1,Benign
3,118,1482,1,Bot
1,110,325,1,Benign
5,121,190,1,Bot
1,110,61,1,Benign
1,109,96,1,Benign
1,109,142,1,Benign
4,115,152,1,Bot
1,106,155,1,Benign
1,106,130,1,Benign
2,50,674,1,Bot
1,110,81,1,Benign
1,110,207,1,Benign
1,110,81,1,Benign
1,109,81,1,Benign
1,110,96,1,Benign
1,109,96,1,Benign
1,108,113,1,Benign
1,105,71,1,Benign
1,106,96,1,Benign
1,42,296,3,Benign
1,106,96,1,Benign
1,101,324432,1,Benign
1,108,96,1,Benign
1,108,96,1,Benign
1,114,96,1,Benign
1,104,86,1,Benign
1,107,288,1,Benign
1,108,96,1,Benign
3,121,550,1,Bot
5,46,7618,5,Benign
9,46,808,9,Benign
1,109,65,1,Benign
1,44,65,1,Benign
1,109,96,1,Benign
1,109,480,1,Benign
1,110,65,1,Benign
1,109,71,1,Benign
1,109,71,1,Benign
2,120,9900,1,Bot
1,109,62,1,Benign
1,110,172,1,Benign
1,109,65,1,Benign
1,47,88,1,Bot
1,47,122,1,Bot
1,107,96,1,Benign
1,113,81,1,Benign
6,109,3650,1,Bot
4,119,2776,1,Bot
3,110,6275,1,Bot
1,105,96,1,Benign
1,106,32,1,Benign
1,106,192,1,Benign
1,104,96,1,Benign
1,105,81,1,Benign
9,112,8008,1,Bot
1,41,91,1,Benign
1,106,142,1,Benign
11,112,9986,1,Bot
3,112,374,1,Bot
1,43,104,1,Benign
1,106,142,1,Benign
1,104,65,1,Benign
1,106,96,1,Benign
1,42,158,1,Benign
1,43,124,1,Benign
1,42,116,1,Benign
1,36,250,1,Benign
3,117,114,1,Bot
1,117,50,1,Bot
1,106,81,1,Benign
1,51,38,1,Bot
3,116,576,1,Bot
1,106,61,1,Benign
1,106,96,1,Benign
1,43,152,1,Benign
1,45,116,1,Benign
1,109,96,1,Benign
1,108,65,1,Benign
1,44,96,1,Benign
1,109,96,1,Benign
1,107,81,1,Benign
1,107,132,1,Benign
1,106,142,1,Benign
1,109,243,1,Benign
1,46,154,1,Benign
1,109,95,1,Benign
1,108,96,1,Benign
1,42,86,1,Benign
1,106,96,1,Benign
1,106,136,1,Benign
1,44,58,1,Benign
1,108,288,1,Benign
1,109,61,1,Benign
1,108,96,1,Benign
1,42,141,1,Benign
1,109,51,1,Benign
1,43,81,1,Benign
1,106,132,1,Benign
1,106,61,1,Benign
1,43,152,1,Benign
1,108,51,1,Benign
1,108,96,1,Benign
1,45,291,2,Benign
1,106,288,1,Benign
1,109,81,1,Benign
1,103,57,1,Benign
1,107,96,1,Benign
1,45,116,1,Benign
1,43,116,1,Benign
1,108,81,1,Benign
2,44,432,2,Benign
1,107,96,1,Benign
1,43,116,1,Benign
1,45,116,1,Benign
1,112,161,1,Benign
1,46,96,1,Benign
1,110,96,1,Benign
1,110,288,1,Benign
1,110,132,1,Benign
1,110,96,1,Benign
1,110,17,1,Benign
7,112,7320,1,Bot
10,116,12966,3,Bot
1,106,96,1,Benign
12,118,4370,1,Bot
1,106,71,1,Benign
1,118,122,1,Bot
1,109,62,1,Benign
1,53,38,1,Bot
1,113,96,1,Benign
1,114,96,1,Benign
2,53,1148,1,Bot
4,53,414,1,Bot
1,44,147,1,Benign
1,43,5642,4,Benign
1,116,38,1,Bot
11,115,2850,1,Bot
1,52,76,1,Bot
1,109,922,1,Benign
1,116,13412,1,Bot
1,116,2200,1,Bot
5,116,3078,1,Bot
5,51,3156,1,Bot
1,51,50,1,Bot
3,53,214,1,Bot
2,118,76,1,Bot
1,38,2874,1,Bot
9,118,570,1,Bot
6,112,2036,4,Bot
2,53,150,1,Bot
3,117,114,1,Bot
1,43,35,1,Benign
1,52,50,1,Bot
3,51,2068,1,Bot
1,44,246,1,Benign
4,118,2808,1,Bot
1,109,0,3,Benign
7,113,14470,1,Bot
2,110,526,2,Benign
3,33,1178,1,Bot
1,45,96,1,Benign
1,109,96,1,Benign
4,112,252,1,Bot
1,111,26,1,Benign
1,108,96,1,Benign
3,112,228,1,Bot
1,107,96,1,Benign
1,111,96,1,Benign
1,111,290,1,Benign
1,111,297,1,Benign
1,111,141,1,Benign
1,109,142,1,Benign
1,64,1671,1,Bot
1,110,132,1,Benign
1,108,96,1,Benign
4,53,228,1,Bot
1,108,96,1,Benign
1,107,17,1,Benign
1,64,964,1,Bot
1,109,65,1,Benign
1,110,96,1,Benign
1,236,96,1,Benign
2,43,362,4,Benign
1,109,96,1,Benign
1,113,96,1,Benign
1,109,192,1,Benign
1,109,96,1,Benign
2,116,76,1,Bot
1,64,2809,1,Bot
1,108,96,1,Benign
1,107,192,1,Benign
1,108,37,1,Benign
1,107,96,1,Benign
1,107,96,1,Benign
1,108,168,1,Benign
1,108,96,1,Benign
1,121,2428,1,Bot
1,112,314,1,Bot
2,53,88,1,Bot
1,107,384,1,Benign
1,107,96,1,Benign
1,112,443,1,Benign
5,118,874,1,Bot
2,39,648,3,Bot
1,106,96,1,Benign
2,113,228,1,Bot
2,116,494,1,Bot
1,107,96,1,Benign
1,44,280,1,Benign
3,55,264,1,Bot
3,55,138,1,Bot
3,54,176,1,Bot
4,55,13462,1,Bot
1,107,71,1,Benign
1,108,96,1,Benign
1,46,104,1,Benign
1,109,96,1,Benign
1,108,192,1,Benign
1,109,96,1,Benign
1,109,96,1,Benign
1,110,0,3,Benign
1,109,96,1,Benign
1,109,96,1,Benign
1,109,96,1,Benign
1,109,96,1,Benign
1,109,480,1,Benign
1,46,104,1,Benign
1,103,65,1,Benign
1,43,500,1,Benign
1,111,96,1,Benign
1,107,65,1,Benign
1,106,132,1,Benign
1,104,96,1,Benign
2,54,416,1,Bot
1,108,51,1,Benign
1,43,65,1,Benign
1,108,147,1,Benign
1,109,384,1,Benign
1,109,96,1,Benign
1,109,291,1,Benign
1,107,96,1,Benign
1,64,873,1,Bot
4,119,3238,1,Bot
1,105,96,1,Benign
4,118,1520,1,Bot
1,119,110,1,Bot
1,107,96,1,Benign
1,105,96,1,Benign
1,106,96,1,Benign
1,108,288,1,Benign
1,107,96,1,Benign
1,107,96,1,Benign
8,119,5686,1,Bot
1,106,340,1,Benign
1,105,96,1,Benign
1,107,96,1,Benign
1,104,192,1,Benign
3,118,4034,1,Bot
1,64,908,1,Bot
1,119,122,1,Bot
11,92,4822,7,Bot
1,109,266,1,Benign
1,122,152,1,Bot
1,106,288,1,Benign
1,109,96,1,Benign
5,115,874,1,Bot
6,115,2794,1,Bot
1,50,996,1,Bot
1,50,498,1,Bot
1,116,958,1,Bot
1,41,1222,1,Benign
1,108,96,1,Benign
1,109,96,1,Benign
1,110,113,1,Benign
1,54,50,1,Bot
1,107,96,1,Benign
1,109,81,1,Benign
1,106,420,2,Benign
1,43,264,4,Benign
1,109,96,1,Benign
1,110,36,1,Benign
1,116,218,1,Benign
1,38,104,1,Benign
2,53,8672,1,Bot
3,52,12488,1,Bot
1,184,80,2,Benign
1,106,147,1,Benign
2,54,76,1,Bot
1,107,71,1,Benign
8,54,456,1,Bot
8,116,418,1,Bot
1,43,147,1,Benign
1,234,216,5,Benign
1,108,96,1,Benign
1,172,179,2,Benign
1,43,192,1,Benign
1,107,147,1,Benign
1,235,36,1,Benign
1,54,50,1,Bot
1,108,62,1,Benign
1,108,94,1,Benign
1,106,43,1,Benign
1,108,51,1,Benign
1,236,301,4,Benign
1,172,107,1,Benign
1,139,364,3,Benign
1,108,96,1,Benign
1,43,266,1,Benign
1,235,36,1,Benign
1,107,22,1,Benign
1,108,576,1,Benign
1,108,43,1,Benign
1,108,62,1,Benign
1,108,35,1,Benign
1,108,152,1,Benign
1,54,214,1,Bot
1,107,131,1,Benign
1,50,104,1,Benign
1,108,96,1,Benign
1,109,96,1,Benign
1,107,96,1,Benign
1,104,96,1,Benign
1,107,192,1,Benign
1,107,71,1,Benign
1,46,104,1,Benign
1,109,96,1,Benign
1,112,44,1,Benign
1,118,38,1,Bot
1,41,132,2,Benign
1,42,96,1,Benign
1,106,65,1,Benign
1,112,65,1,Benign
1,104,96,1,Benign
1,105,147,1,Benign
1,56,50,1,Bot
1,105,44,1,Benign
5,119,6840,1,Bot
6,120,1140,1,Bot
1,106,86,1,Benign
1,105,147,1,Benign
9,120,7502,1,Bot
1,120,38,1,Bot
1,56,100,1,Bot
10,136,8570,8,Bot
3,121,190,1,Bot
1,105,96,1,Benign
1,105,96,1,Benign
3,118,228,1,Bot
3,57,788,1,Bot
3,121,304,1,Bot
1,105,192,1,Benign
1,55,770,5,Bot
1,106,96,1,Benign
1,121,38,1,Bot
1,105,51,1,Benign
1,105,96,1,Benign
1,105,96,1,Benign
1,117,2500,1,Bot
3,53,240,1,Bot
2,53,114,1,Bot
3,118,818,1,Bot
4,118,152,1,Bot
12,118,3914,1,Bot
1,53,50,1,Bot
2,118,260,1,Bot
3,52,152,1,Bot
7,116,642,1,Bot
2,53,152,1,Bot
1,118,138,1,Bot
1,107,96,1,Benign
1,112,132,1,Benign
1,50,50,1,Bot
1,118,38,1,Bot
6,37,2900,1,Bot
3,53,7060,1,Bot
4,54,226,1,Bot
1,107,65,1,Benign
1,44,51,1,Benign
1,107,51,1,Benign
1,43,51,1,Benign
4,50,266,1,Bot
2,114,266,1,Bot
1,108,36,1,Benign
10,119,4180,1,Bot
2,115,444,1,Bot
1,50,50,1,Bot
8,114,570,1,Bot
1,106,96,1,Benign
1,118,130,1,Bot
1,108,51,1,Benign
7,117,532,1,Bot
1,118,38,1,Bot
1,42,102,1,Benign
1,107,107,1,Benign
1,109,96,1,Benign
1,49,222,1,Benign
1,108,65,1,Benign
1,111,192,1,Benign
1,106,132,1,Benign
1,107,96,1,Benign
2,54,354,1,Bot
2,54,402,1,Bot
7,53,494,1,Bot
2,117,532,1,Bot
1,43,65,1,Benign
1,106,192,1,Benign
1,106,43,1,Benign
1,107,95,1,Benign
1,107,166,1,Benign
1,106,43,1,Benign
1,106,95,1,Benign
1,108,51,1,Benign
1,44,136,1,Benign
1,107,404,1,Benign
1,106,96,1,Benign
1,107,65,1,Benign
1,106,96,1,Benign
1,107,51,1,Benign
1,107,192,1,Benign
1,107,147,1,Benign
1,106,136,1,Benign
1,108,96,1,Benign
1,107,43,1,Benign
1,64,1201,1,Bot
1,107,51,1,Benign
1,108,95,1,Benign
1,107,147,1,Benign
1,108,51,1,Benign
1,106,96,1,Benign
1,108,51,1,Benign
1,107,44,1,Benign
1,107,147,1,Benign
1,108,1055,1,Benign
1,106,65,1,Benign
1,107,126,1,Benign
1,108,44,1,Benign
1,106,95,1,Benign
1,107,65,1,Benign
1,119,76,1,Bot
7,119,6650,1,Bot
1,47,96,1,Benign
9,118,5650,1,Bot
1,119,38,1,Bot
1,108,51,1,Benign
1,108,147,1,Benign
1,107,132,1,Benign
2,118,88,1,Bot
1,108,51,1,Benign
6,118,278,1,Bot
1,45,96,1,Benign
1,111,65,1,Benign
3,114,488,1,Bot
1,45,167,1,Benign
5,114,1558,1,Bot
1,106,96,1,Benign
9,117,684,1,Bot
1,110,44,1,Benign
1,107,96,1,Benign
1,46,142,1,Benign
1,47,104,1,Benign
1,108,96,1,Benign
1,107,81,1,Benign
1,106,243,1,Benign
1,110,81,1,Benign
1,110,96,1,Benign
1,110,576,1,Benign
1,110,96,1,Benign
1,110,81,1,Benign
1,109,288,1,Benign
1,110,81,1,Benign
1,44,95,1,Benign
1,107,155,1,Benign
1,108,65,1,Benign
1,108,96,1,Benign
8,117,3588,1,Bot
1,107,36,1,Benign
1,109,96,1,Benign
1,108,96,1,Benign
1,108,96,1,Benign
1,108,96,1,Benign
1,109,61,1,Benign
1,107,538,1,Benign
1,108,147,1,Benign
1,46,192,1,Benign
1,108,96,1,Benign
5,114,2000,1,Bot
1,109,96,1,Benign
1,110,96,1,Benign
1,104,65,1,Benign
1,57,38,1,Bot
1,48,72,2,Benign
1,42,79,1,Benign
1,106,96,1,Benign
2,50,218,1,Bot
1,48,110,1,Bot
1,44,51,1,Benign
2,53,88,1,Bot
2,117,76,1,Bot
1,110,214,1,Benign
2,118,756,1,Bot
1,110,147,1,Benign
1,55,50,1,Bot
5,54,6976,1,Bot
1,110,96,1,Benign
4,53,1044,1,Bot
7,54,15002,1,Bot
1,106,87,1,Benign
1,54,76,1,Bot
1,108,51,1,Benign
1,44,80,1,Benign
1,109,96,1,Benign
5,120,532,1,Bot
2,56,996,1,Bot
1,110,96,1,Benign
1,47,301,4,Benign
1,105,167,1,Benign
3,121,632,1,Bot
3,55,202,1,Bot
3,116,912,1,Bot
2,57,76,1,Bot
3,51,364,1,Bot
1,114,38,1,Bot
1,52,72,1,Bot
1,51,1672,1,Bot
2,115,214,1,Bot
1,52,38,1,Bot
2,51,202,1,Bot
1,51,50,1,Bot
5,115,1872,1,Bot
1,51,138,1,Bot
1,51,50,1,Bot
1,115,498,1,Bot
1,51,38,1,Bot
3,115,1606,1,Bot
11,116,1900,1,Bot
1,52,498,1,Bot
1,116,114,1,Bot
3,115,164,1,Bot
3,51,202,1,Bot
1,51,50,1,Bot
6,115,494,1,Bot
2,115,88,1,Bot
1,52,88,1,Bot
5,116,1634,1,Bot
3,51,114,1,Bot
3,51,114,1,Bot
2,51,76,1,Bot
2,52,182,2,Bot
5,51,680,1,Bot
3,115,252,1,Bot
10,116,2214,1,Bot
1,52,72,1,Bot
4,51,214,1,Bot
6,51,456,1,Bot
1,109,96,1,Benign
6,115,874,1,Bot
2,115,88,1,Bot
3,115,768,1,Bot
3,51,240,1,Bot
2,51,226,1,Bot
3,115,1444,1,Bot
3,116,1520,1,Bot
3,51,578,1,Bot
2,115,1400,1,Bot
4,52,460,3,Bot
3,115,114,1,Bot
2,115,7550,1,Bot
1,51,228,1,Bot
2,51,100,1,Bot
1,111,192,1,Benign
3,52,478,1,Bot
1,111,162,1,Benign
9,118,494,1,Bot
1,236,36,1,Benign
1,109,71,1,Benign
1,119,50,1,Bot
2,56,152,1,Bot
3,51,114,1,Bot
1,35,38,1,Bot
2,51,452,1,Bot
3,51,152,1,Bot
2,51,152,1,Bot
1,51,1678,1,Bot
2,123,544,3,Bot
3,114,314,1,Bot
1,107,96,1,Benign
5,53,202,1,Bot
4,115,190,1,Bot
1,113,38,1,Bot
4,120,202,1,Bot
4,57,4190,23,Bot
6,56,554,1,Bot
1,104,192,1,Benign
3,120,8900,1,Bot
4,56,340,1,Bot
5,118,1088,1,Bot
1,120,38,1,Bot
1,44,225,1,Benign
1,108,22,1,Benign
11,119,1708,1,Bot
1,106,147,1,Benign
1,106,428,1,Benign
1,117,50,1,Bot
1,114,96,1,Benign
4,55,190,1,Bot
1,109,81,1,Benign
8,114,14632,1,Bot
4,114,1254,1,Bot
1,56,110,1,Bot
3,117,998,1,Bot
1,118,50,1,Bot
1,104,51,1,Benign
3,119,400,1,Bot
1,52,38,1,Bot
1,237,36,1,Benign
3,119,608,1,Bot
1,108,96,1,Benign
1,115,38,1,Bot
1,111,65,1,Benign
6,54,806,1,Bot
1,43,126,1,Benign
1,108,96,1,Benign
1,108,71,1,Benign
1,54,100,1,Bot
1,108,354,1,Benign
1,107,96,1,Benign
1,110,192,1,Benign
1,114,38,1,Bot
1,108,96,1,Benign
1,114,2936,1,Benign
1,113,96,1,Benign
1,50,96,1,Benign
1,114,167,1,Benign
1,49,65,1,Benign
1,114,155,1,Benign
1,49,957,1,Benign
1,118,76,1,Bot
2,55,264,1,Bot
1,110,96,1,Benign
8,119,4218,1,Bot
5,120,228,1,Bot
1,55,50,1,Bot
4,118,228,1,Bot
1,51,110,1,Bot
1,108,96,1,Benign
1,42,71,1,Benign
1,107,96,1,Benign
3,114,474,1,Bot
1,44,152,1,Benign
3,119,3106,1,Bot
2,116,152,1,Bot
1,104,51,1,Benign
1,244,122,1,Bot
2,119,7925,1,Bot
6,113,1172,1,Bot
1,109,96,1,Benign
2,54,188,1,Bot
3,53,2004,1,Bot
1,116,130,1,Benign
1,115,96,1,Benign
1,58,38,1,Bot
3,54,1632,1,Bot
2,54,100,1,Bot
6,54,594,1,Bot
1,53,50,1,Bot
1,116,680,1,Bot
6,117,1824,1,Bot
1,117,1600,1,Bot
3,105,11000,1,Bot
1,52,38,1,Bot
3,52,352,1,Bot
1,109,96,1,Benign
2,109,134,2,Benign
1,107,334,1,Benign
1,105,96,1,Benign
1,56,96,1,Bot
2,120,200,1,Bot
5,119,8050,1,Bot
2,115,600,1,Bot
3,118,304,1,Bot
4,54,326,1,Bot
1,53,50,1,Bot
1,54,50,1,Bot
1,119,38,1,Bot
2,54,126,1,Bot
1,121,200,1,Bot
1,45,180,5,Benign
1,109,192,1,Benign
2,106,54,2,Benign
3,121,950,1,Bot
4,145,766,2,Bot
1,107,96,1,Benign
3,53,1006,4,Bot
5,54,354,1,Bot
2,120,6026,1,Bot
2,53,88,1,Bot
1,43,96,1,Benign
2,119,76,1,Bot
1,53,100,1,Bot
4,52,202,1,Bot
6,118,304,1,Bot
1,106,43,1,Benign
3,54,164,1,Bot
1,53,38,1,Bot
5,54,604,1,Bot
1,53,138,1,Bot
5,85,298,1,Bot
1,52,50,1,Bot
2,53,88,1,Bot
1,53,114,1,Bot
4,117,228,1,Bot
